살,"['杀', '萨', '撒', '煞', '殺', '薩', '脎', '摋', '㐊', '䊛', '乷', '榝', '樧', '蔱', '虄', '閷']"
톨,['㐋']
이,"['以', '而', '已', '二', '尔', '异', '耳', '伊', '移', '姨', '怡', '羡', '夷', '咦', '隶', '颐', '弛', '饵', '咿', '彝', '迩', '贻', '贰', '坨', '洱', '迤', '荑', '胰', '痍', '珥', '饴', '苡', '诒', '黟', '眙', '肄', '異', '爾', '弐', '圯', '佴', '枱', '頉', '铒', '鸸', '衪', '廙', '簃', '蛦', '尓', '宧', '洢', '詑', '酏', '毦', '訑', '弍', '眤', '恞', '迻', '粫', '眱', '椸', '扅', '頤', '薾', '邇', '洟', '匜', '柂', '佁', '陑', '鲕', '胣', '輀', '餌', '駬', '刵', '咡', '乁', '迆', '苢', '貳', '儞', '杝', '袘', '貽', '彛', '肔', '峏', '洏', '鮞', '誀', '珆', '瓵', '詒', '跠', '飴', '彜', '謻', '攺', '崺', '伿', '㐌', '㑆', '㑥', '㒃', '㕥', '㖇', '㛅', '㛋', '㜇', '㠯', '㢮', '㢽', '㣇', '㥴', '㦾', '㧠', '㮕', '㯩', '㰘', '㰝', '㰻', '㴣', '㹫', '㺿', '㼢', '䄬', '䋙', '䌺', '䎟', '䎠', '䎶', '䏪', '䔟', '䔬', '䙹', '䛂', '䝯', '䞅', '䣵', '䧅', '䩟', '䬁', '䬮', '䮊', '䱌', '侇', '侕', '媐', '尒', '峓', '巸', '弬', '彞', '敡', '暆', '栭', '栮', '桋', '樲', '歋', '殔', '潩', '熪', '狏', '眲', '笖', '箷', '綛', '羠', '聏', '胹', '荋', '蛜', '螔', '衈', '袲', '袻', '貤', '貮', '趰', '轜', '迱', '鉯', '鉺', '隭', '頥', '顊', '髵', '鴯', '鶍']"
졸,"['卒', '拙', '猝', '捽', '卆', '踤', '椊', '稡', '箤', '㐍', '㐒', '㰵', '䂐', '䘚', '䚝', '䯿', '䱣', '炪']"
글,"['㐎', '㔕', '䞘', '䰴']"
올,"['兀', '杌', '嗢', '腽', '靰', '淴', '卼', '阢', '扤', '瞃', '屼', '矹', '㐏', '㐚', '㐳', '㽾', '䑢', '䦍', '䪲', '乯', '膃', '鼿', '齀']"
놀,"['㐐', '㐗']"
돌,"['突', '咄', '饳', '柮', '鼵', '迌', '乭', '葖', '腯', '鶟', '湥', '㐑', '㟮', '㷝', '㻠', '䃐', '䠈', '嚉', '堗', '怢', '揬', '鈯', '鍎', '飿']"
갈,"['喝', '葛', '渴', '竭', '蝎', '褐', '噶', '羯', '秸', '碣', '鞨', '曷', '暍', '騔', '骱', '蠍', '鹖', '毼', '獦', '鶡', '嵑', '渇', '轕', '楬', '嶱', '擖', '㐓', '㓞', '㓤', '㠰', '㬞', '㮖', '㵣', '㵧', '䂒', '䅥', '䈓', '乫', '圿', '扴', '礍', '輵', '鍻', '鞂']"
골,"['圣', '骨', '汩', '鹘', '汨', '矻', '馉', '榾', '蓇', '搰', '鶻', '餶', '抇', '㐔', '㐣', '㒴', '㾶', '䮩', '䯇', '傦', '尳', '愲', '杚', '縎', '顝']"
율,"['聿', '燏', '矞', '潏', '鴥', '繘', '噊', '銉', '驈', '㐕', '㐠', '㯨', '䋖', '䢖', '䫻', '䮇', '欥', '茟', '鱊', '鴧']"
혈,"['血', '穴', '页', '孑', '絜', '趐', '桖', '頁', '茓', '裇', '烕', '吷', '泬', '蝢', '㐖', '䆝', '䆷', '䋉', '䐼', '䒸', '䕵', '䙽', '䛎', '䦑', '䦧', '䩤', '䩧', '䫼', '坹', '奊', '娎', '岤', '疦', '緳']"
쌀,['㐘']
울,"['蔚', '菀', '鬱', '黦', '灪', '亐', '欝', '鬰', '㐛', '㠨', '㭗', '䁌', '䖇', '䵥', '欎', '爩']"
길,"['吉', '洁', '桔', '佶', '拮', '咭', '狤', '鲒', '姞', '蛣', '郆', '趌', '銡', '㐞', '㐟', '㣟', '䓀', '䟌', '鞊', '鮚']"
유,"['有', '由', '游', '柔', '维', '幽', '油', '唯', '遗', '悠', '愈', '诱', '惟', '幼', '乳', '揉', '愉', '儒', '裕', '瑜', '喻', '俞', '黝', '谕', '逾', '榆', '呦', '攸', '孺', '帷', '蹂', '嚅', '濡', '臾', '揄', '酉', '觎', '谀', '腴', '柚', '铀', '庾', '猷', '釉', '糅', '莠', '囿', '鼬', '宥', '潍', '萸', '窳', '蕤', '鲔', '侑', '鞣', '牖', '襦', '瘐', '荽', '蝣', '誘', '遊', '蝓', '癒', '蚴', '羑', '蝤', '洧', '婑', '窬', '薷', '蚰', '貐', '維', '莸', '卣', '猶', '颥', '遺', '毹', '嵛', '踰', '葇', '褕', '怮', '迶', '擩', '睮', '楢', '嬬', '蜼', '逌', '兪', '浟', '緌', '槱', '鄃', '楡', '瘉', '岰', '楺', '庮', '铕', '狖', '醹', '鱬', '痏', '抭', '滺', '輶', '歈', '羭', '鶔', '韖', '燸', '媮', '鍮', '鮪', '鲉', '趡', '禸', '渘', '輮', '琟', '眑', '崳', '覦', '萮', '籲', '媃', '蝚', '曘', '冘', '泑', '斿', '偤', '鈾', '鮋', '湵', '蜏', '牰', '隃', '蕍', '諛', '匬', '喩', '諭', '龥', '㐡', '㐵', '㒡', '㓜', '㔱', '㔽', '㕗', '㗀', '㛜', '㡏', '㣸', '㥚', '㧫', '㫍', '㫿', '㬰', '㳊', '㳛', '㳶', '㳺', '㴗', '㶋', '㶙', '㶭', '㹘', '㹨', '㺄', '㺠', '㻀', '㻥', '㼌', '㼶', '㽔', '㽕', '㽥', '㾞', '䀁', '䂋', '䃋', '䅎', '䅑', '䅗', '䆜', '䐓', '䑊', '䑻', '䒴', '䔀', '䗽', '䘱', '䚃', '䛕', '䛻', '䜅', '䜽', '䞕', '䞥', '䢊', '䢟', '䧷', '䩱', '䪋', '䫱', '䬀', '䬔', '䰆', '䰭', '䰰', '䱂', '䳑', '䵋', '丣', '唀', '堬', '壝', '姷', '婾', '媨', '孧', '寙', '峳', '斔', '斞', '桵', '梄', '楰', '櫾', '毺', '渪', '濰', '濻', '瀢', '煣', '瑈', '瓇', '甤', '禉', '秞', '羐', '聈', '脜', '腬', '芕', '茰', '蒏', '蓶', '蕕', '螤', '螸', '褎', '褏', '讉', '貁', '踓', '輏', '逰', '邎', '酭', '醀', '銪', '鍒', '鑐', '顬', '騟', '騥', '鰇']"
뜰,['㐢']
설,"['说', '雪', '设', '舌', '泄', '屑', '薛', '碟', '亵', '說', '楔', '挈', '鳕', '揲', '設', '説', '绁', '渫', '洩', '榍', '齧', '爇', '卨', '囓', '揳', '稧', '媟', '緤', '褉', '枻', '僁', '褻', '絏', '禼', '躠', '焫', '蔎', '伳', '紲', '㐥', '㓭', '㔎', '㞕', '㡜', '㣯', '㨝', '㳿', '㴮', '㴽', '㻡', '㿱', '䙝', '䝟', '䥹', '䨮', '䱑', '乴', '偰', '哾', '抴', '暬', '樰', '疶', '糏', '絬', '膤', '艝', '蛥', '轌', '辥', '辪', '鱈']"
걸,"['杰', '乞', '桀', '傑', '朅', '嵥', '藒', '㐦', '㘶', '㹇', '䎢', '䒗', '乬', '搩', '榤', '櫭', '滐', '芞']"
제,"['第', '提', '题', '弟', '制', '帝', '除', '齐', '际', '济', '诸', '挤', '梯', '祭', '蹄', '剂', '啼', '堤', '霁', '缇', '脐', '娣', '跻', '醍', '齑', '悌', '媞', '荠', '睇', '侪', '鹈', '題', '禵', '禔', '鞮', '绨', '磾', '锑', '偙', '蛴', '際', '齊', '諸', '碲', '製', '擠', '鲚', '哜', '濟', '傺', '褆', '漈', '璾', '虀', '臍', '渧', '滛', '済', '鳀', '稊', '淛', '踶', '隄', '劑', '穄', '騠', '蝭', '鵜', '鮆', '韲', '齏', '齌', '癠', '蹏', '猘', '袃', '鰶', '斉', '薺', '銻', '碮', '鶗', '睼', '憏', '埞', '俤', '媂', '摕', '隮', '萕', '斊', '懠', '蠐', '偍', '珶', '惿', '趧', '鍗', '鴺', '㐧', '㑪', '㖒', '㗣', '㝂', '㣢', '㨈', '㨹', '㫼', '㴉', '㸄', '㼵', '䀸', '䂑', '䃅', '䄞', '䄢', '䄺', '䅠', '䇽', '䍤', '䎺', '䏲', '䐎', '䐡', '䑭', '䑯', '䔶', '䖙', '䚣', '䛱', '䜞', '䠁', '䢑', '䧑', '䨑', '䨖', '䩘', '䩚', '䪠', '䪡', '䪢', '䪣', '䬫', '䬾', '䭁', '䮺', '䰏', '䱥', '䱨', '䱱', '䶍', '䶑', '䶒', '䶓', '䶩', '亝', '僀', '儕', '剤', '厗', '嗁', '嚌', '姼', '徲', '怟', '慸', '栬', '梊', '櫅', '泲', '漽', '焍', '狾', '瑅', '穧', '綈', '緹', '罤', '腣', '艩', '苐', '蒢', '蕛', '裚', '謕', '躋', '鑇', '霽', '鮧', '鮷', '鯯', '鯷', '鱭', '鶙', '麡']"
서,"['西', '书', '徐', '舒', '绪', '瑞', '序', '撕', '誓', '鼠', '逝', '叙', '署', '噬', '墅', '恕', '絮', '暑', '犀', '婿', '栖', '庶', '屿', '薯', '曙', '锄', '抒', '胥', '纾', '蜍', '黍', '筮', '樨', '硒', '書', '紓', '唑', '溆', '緒', '谞', '糈', '舾', '棲', '恓', '芧', '粞', '醑', '敘', '鉏', '澨', '糬', '俆', '敍', '嶼', '諝', '鋤', '鏣', '迉', '蒣', '湑', '壻', '魣', '瑹', '潻', '卥', '屖', '揟', '蝑', '垿', '緖', '鱮', '㐨', '㓾', '㘧', '㛉', '㜿', '㠘', '㢴', '㣽', '㥠', '㭀', '㯕', '㵂', '㵰', '㷂', '㽰', '㾷', '䇴', '䈝', '䉀', '䋒', '䋡', '䍱', '䑕', '䓚', '䤱', '䦽', '䧈', '䧾', '䱬', '偦', '圕', '嫬', '庻', '徆', '悇', '捿', '楈', '氥', '汿', '沀', '漵', '潊', '濖', '癙', '稰', '簭', '縃', '耡', '聓', '聟', '藇', '蠴', '觢', '遾', '閪', '鱪', '鱰', '鵨', '鼡']"
형,"['形', '兄', '型', '哼', '刑', '衡', '馨', '荆', '亨', '炯', '邢', '萤', '荧', '迥', '滢', '蘅', '珩', '荥', '擤', '陉', '潆', '硎', '蓥', '瑩', '泶', '荊', '泂', '螢', '铏', '鉶', '夐', '灐', '郉', '脝', '娙', '诇', '逈', '浻', '鋞', '嵤', '藀', '瀠', '㐩', '㓝', '㚾', '㢠', '㣜', '㭢', '㯏', '㺾', '㼆', '㼛', '䅽', '䚘', '䢛', '䣆', '䤯', '䤰', '䳙', '侀', '坓', '悙', '涥', '滎', '瀅', '熒', '蛍', '蛵', '褮', '詗', '賯', '鎣', '陘', '鶑']"
천,"['天', '千', '穿', '川', '泉', '喘', '倩', '浅', '迁', '贱', '茜', '溅', '践', '擅', '荐', '芊', '蚕', '阐', '忏', '钏', '仟', '冁', '舛', '阡', '钎', '綪', '祆', '扦', '遄', '鞯', '氚', '蒇', '洤', '賤', '夼', '蒨', '兲', '皘', '濺', '奷', '杄', '兛', '洊', '牮', '薦', '遷', '淺', '鳈', '瑏', '踐', '巛', '闡', '歂', '汌', '梴', '棈', '儃', '幝', '譂', '篅', '臶', '竏', '腨', '繟', '圌', '猭', '荈', '揼', '賎', '圲', '汘', '刋', '蔳', '篟', '湶', '㐪', '㚈', '㟫', '㣤', '㯌', '㱛', '䀒', '䀖', '䄹', '䆤', '䆥', '䉦', '䍎', '䑶', '䒶', '䚶', '䢬', '䢴', '䥀', '䵐', '侟', '俴', '僢', '剶', '囅', '圱', '拪', '曻', '栫', '楾', '櫏', '瀳', '灛', '灥', '燀', '玔', '珔', '瓩', '硟', '粁', '葲', '蕆', '谸', '輤', '輲', '辿', '釧', '釺', '閳', '闎', '靔', '靝', '韀', '韆', '韉', '鰁']"
흉,"['胸', '凶', '汹', '匈', '兇', '洶', '讻', '詾', '恟', '忷', '㐫', '㓙', '㕳', '㕼', '䠗', '哅', '胷', '訩']"
류,"['流', '刘', '留', '类', '柳', '溜', '琉', '榴', '谬', '浏', '瘤', '硫', '遛', '绺', '铆', '鎏', '馏', '骝', '镏', '旒', '類', '镠', '蹓', '锍', '熘', '瑠', '劉', '缧', '麍', '鏐', '鹨', '纍', '廇', '藟', '鰡', '飗', '漻', '瑬', '綹', '磂', '珋', '懰', '飀', '罶', '霤', '鸓', '癅', '虆', '絫', '疁', '瀏', '鶹', '栁', '鉚', '謬', '蔂', '樏', '藰', '餾', '驑', '㐬', '㙧', '㧕', '㳅', '㶯', '㽌', '㽞', '㾋', '䄂', '䉧', '䖻', '䗜', '䚧', '䝀', '䣦', '䬟', '䰘', '䱖', '䶉', '嚠', '塯', '媹', '嬼', '嵧', '旈', '桺', '橊', '橮', '欙', '澑', '灅', '璢', '畄', '畱', '禷', '縲', '纝', '羀', '艈', '蒥', '蓅', '蕌', '蘱', '蘲', '蘽', '裗', '鋶', '鎦', '鐂', '雡', '飅', '飹', '駠', '駵', '騮', '鬸', '鷚']"
름,"['凛', '懔', '廪', '檩', '凜', '菻', '廩', '癝', '澟', '懍', '㐭', '㨆', '䕲', '檁', '癛']"
양,"['样', '让', '阳', '杨', '扬', '养', '洋', '羊', '嚷', '痒', '襄', '酿', '镶', '漾', '壤', '氧', '攘', '恙', '佯', '炀', '樣', '骧', '徉', '烊', '讓', '疡', '旸', '瓤', '飏', '馕', '禳', '羕', '穰', '孃', '陽', '羏', '養', '揚', '楊', '蛘', '瓖', '垟', '珜', '癢', '瀼', '釀', '勷', '蘘', '様', '嬢', '钖', '奍', '鑲', '昜', '敭', '鍚', '獽', '壌', '暘', '颺', '饟', '醸', '纕', '懹', '崵', '煬', '鸉', '檨', '瀁', '躟', '譲', '驤', '氜', '㐮', '㔦', '㠤', '㦹', '㨾', '㬕', '㳱', '㺊', '䁑', '䉴', '䍩', '䑆', '䑋', '䖆', '䖹', '䬗', '䬺', '䭐', '䭥', '䵮', '劷', '勨', '忀', '懩', '攁', '欀', '氱', '爙', '瘍', '眻', '礢', '禓', '穣', '蝆', '諹', '輰', '鐊', '阦', '霷', '鬤', '鰑', '鴹']"
용,"['用', '容', '勇', '涌', '蓉', '耸', '佣', '庸', '溶', '榕', '茸', '熔', '甬', '慵', '俑', '恿', '冗', '蛹', '踊', '墉', '舂', '镛', '镕', '瑢', '湧', '傭', '聳', '鳙', '愑', '鄘', '鎔', '嫞', '勈', '埇', '氄', '槦', '傛', '牗', '髶', '軵', '悀', '踴', '嫆', '傇', '牅', '彮', '㐯', '㛚', '㝐', '㟾', '㣑', '㦶', '㦷', '㫪', '㯴', '㲝', '㲨', '㶲', '㺎', '㼸', '䄾', '䇀', '䇯', '䈶', '䗤', '䞻', '䠜', '䡆', '䡥', '䢆', '䢇', '䤊', '䧡', '䩸', '塎', '媶', '宂', '嵱', '愹', '慂', '憃', '搈', '搑', '摏', '榵', '滽', '砽', '硧', '穁', '穃', '縙', '苚', '褣', '蹖', '鏞', '鯒', '鰫', '鱅', '鲬', '鴪', '鷛']"
신,"['身', '神', '信', '新', '识', '伸', '臣', '迅', '晨', '辛', '讯', '申', '慎', '呻', '薪', '绅', '烬', '肾', '莘', '宸', '珅', '蜃', '哂', '抻', '汛', '娠', '荩', '燊', '砷', '榊', '囟', '甡', '兟', '矧', '胂', '吲', '赆', '訊', '眘', '侁', '燼', '脤', '訫', '茞', '紳', '昚', '腎', '頣', '賮', '柛', '駪', '噺', '贐', '阠', '藎', '姺', '峷', '眒', '訷', '鯓', '卂', '㐰', '㑗', '㚨', '㛙', '㛛', '㜪', '㢹', '㫳', '㭡', '㰮', '㳯', '㶦', '㶳', '㾕', '䅸', '䆣', '䊁', '䒖', '䚱', '䛜', '䛨', '䝲', '䢅', '䢻', '䣅', '䪿', '䭀', '䯂', '䰠', '伩', '妽', '孞', '屾', '弞', '愼', '扟', '敒', '曟', '氠', '烥', '璶', '矤', '祳', '笉', '籶', '籸', '莀', '裑', '訙', '訠', '鉮', '鋠', '顖', '鰰', '鵢', '鷐', '麎']"
진,"['真', '进', '阵', '尽', '陈', '秦', '震', '镇', '尘', '珍', '唇', '趁', '振', '辰', '津', '晋', '嗔', '诊', '臻', '缜', '榛', '赈', '蓁', '禛', '螓', '疹', '缙', '殄', '轸', '進', '稹', '陣', '溱', '瞋', '盡', '陳', '瑨', '塵', '錱', '瑧', '畛', '胗', '嗪', '儘', '紖', '琎', '鎮', '溍', '眞', '搢', '鬒', '袗', '疢', '嫃', '姫', '嫀', '軫', '晉', '侲', '裖', '眹', '枃', '殝', '謓', '浕', '桭', '鉁', '榗', '壗', '獉', '縝', '蜄', '蔯', '趂', '侭', '嚍', '眕', '紾', '聄', '診', '黰', '賑', '鎭', '㐱', '㖘', '㣀', '㥲', '㬐', '㬜', '㭄', '㯸', '㰉', '㲀', '䀆', '䀌', '䀼', '䂦', '䂧', '䈯', '䊶', '䐜', '䑐', '䗯', '䝩', '䟴', '䡩', '䨯', '䪾', '䫃', '䳲', '堻', '塦', '嬧', '屒', '帪', '弫', '抮', '挋', '搸', '敐', '敶', '昣', '樄', '樼', '濜', '珎', '珒', '璡', '籈', '絼', '縉', '縥', '纼', '臸', '蒖', '薼', '薽', '螴', '誫', '軙', '轃', '辴', '迧', '靕', '駗']"
대,"['大', '对', '带', '队', '代', '待', '袋', '戴', '黛', '贷', '岱', '對', '玳', '帶', '怼', '薹', '隊', '碓', '甙', '帯', '憞', '臺', '轪', '憝', '镦', '擡', '黱', '対', '襨', '襶', '祋', '懟', '檯', '貸', '譵', '軑', '軚', '轛', '㐲', '㒗', '㓫', '㘆', '㙜', '㙵', '㚎', '㛿', '㝳', '㞭', '㠚', '㣕', '㦠', '㬃', '㬣', '㭖', '㯂', '㳔', '㷘', '㸀', '㻖', '䃍', '䈆', '䑓', '䒫', '䙊', '䚞', '䚟', '䨴', '䯟', '䲦', '亣', '儓', '坮', '垈', '嬯', '帒', '廗', '懛', '旲', '柋', '汏', '濧', '瀩', '瀻', '瑇', '簤', '籉', '艜', '薱', '譈', '蹛', '鐓', '鐜', '鮘']"
반,"['反', '半', '般', '饭', '班', '盘', '伴', '胖', '搬', '返', '叛', '盼', '潘', '斑', '攀', '畔', '扳', '绊', '颁', '拌', '磐', '蟠', '槃', '矾', '瘢', '溿', '泮', '飯', '磻', '盤', '襻', '癍', '闆', '跘', '攽', '鞶', '柈', '頒', '搫', '幋', '絆', '奤', '礬', '媻', '褩', '朌', '嬎', '縏', '鋬', '靽', '鳻', '坢', '螌', '姅', '憣', '嬔', '㐴', '㚘', '㜶', '㢖', '㪵', '㫠', '㭧', '㮽', '㶗', '㽃', '㽹', '㿀', '䃑', '䃲', '䆺', '䈲', '䉊', '䉽', '䊩', '䙪', '䛀', '䡊', '䣲', '䬳', '䰉', '䰔', '冸', '婏', '怑', '斒', '沜', '瀊', '炍', '牉', '秚', '蒰', '虨', '詊', '辬', '鉡', '鎜', '鑻', '頖', '飰', '魬']"
